Countries,Indicators,,2010,2011,2012,2013,2014,2015,2016,2017
Slovenia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,49.2588081,50.0006790,48.5166092,59.5167618,49.8724861,47.7172546,45.3245010,43.1730919
Slovenia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"27,761.1003720","28,841.9904713","28,924.2689522","29,813.1940677","30,857.9949037","31,655.5077884","33,197.7074103","36,162.0479669"
Spain,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.0112724,9.0782461,9.0715179,9.0201454,9.0236263,9.1092482,8.9714079,8.8731298
Spain,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,20.7595024,21.1107445,22.8407555,23.9831829,24.3643818,23.7871380,23.9391422,23.5657902
Spain,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Spain,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6.7360201,6.6950412,6.5477996,6.4049377,6.3524509,6.4876308,6.3778720,6.2658677
Spain,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,45.6273499,45.8304901,48.1024971,45.5619736,44.8463097,43.7250557,42.2040634,40.9944458
Spain,Gross Domestic Product (GDP) per Capita in PPP Int$,,"31,985.1182398","32,120.1693987","31,957.3972297","32,528.6589934","33,686.9522896","35,024.7326518","36,750.2112953","39,092.0923298"
Sweden,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.4771824,10.6659498,10.9261341,11.0889444,11.1297216,11.0037193,10.9761334,11.0187464
Sweden,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,16.9412251,15.0433435,15.4042540,15.5353766,15.5109043,15.4862585,15.3353634,15.0326042
Sweden,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Sweden,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6.9413796,8.9558353,9.1323061,9.2464399,9.2784309,9.1702023,9.1536264,9.2221308
Sweden,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,50.7580109,50.2527008,51.3036652,51.9518738,51.0768662,49.6350746,49.6870003,49.3297119
Sweden,Gross Domestic Product (GDP) per Capita in PPP Int$,,"41,799.5791512","43,965.0352629","44,946.8155931","45,934.8463502","46,819.9097410","48,694.5366661","49,443.1563233","51,726.4523586"
Switzerland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10.6985426,10.7685061,11.0578604,11.3137903,11.4943657,11.8843041,12.2213650,12.3463221
Switzerland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,29.0806923,28.5246639,28.8040676,28.3482456,29.2376900,29.0763168,29.5617580,28.9469872
Switzerland,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Switzerland,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.3278551,3.4143727,3.5838909,3.5524628,3.5309148,3.6169224,3.6304157,3.7647426
Switzerland,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32.9825745,32.8984604,33.2263527,34.2277870,33.7745895,34.0089226,34.2275658,34.1517029
Switzerland,Gross Domestic Product (GDP) per Capita in PPP Int$,,"53,334.2104303","56,485.5492164","58,156.4738154","60,484.5081366","62,274.9434846","64,286.1650717","64,572.2298640","66,553.8888034"
Tajikistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.7354341,5.8597183,5.9818587,6.5322638,6.6654973,6.9073596,7.0042772,7.2288146
Tajikistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,70.4335175,62.5440369,63.9360199,61.9144745,62.1850128,62.5788879,66.0026703,63.1524162
Tajikistan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,8.9175654,14.4969645,8.4896822,8.8198624,6.3162050,7.4836240,5.1896310,7.6512008
Tajikistan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.1803279,1.3053311,1.6080860,1.9003084,2.0776231,2.0449567,2.0014319,2.0966396
Tajikistan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26.1364098,27.0278359,24.5457821,27.8396034,28.5209961,31.9160366,38.9454918,35.6325607
Tajikistan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"2,063.0517562","2,211.5993503","2,368.5049066","2,530.7530774","2,690.6605373","2,819.7539408","2,981.5020794","3,201.4042722"
The Republic of North Macedonia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.7136965,6.5188737,6.6146836,6.7192831,6.2899337,6.3422790,6.3794336,6.0621152
The Republic of North Macedonia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,37.7886353,35.7977905,35.2437439,33.7071610,34.9766197,34.2619324,35.3200150,31.9056149
The Republic of North Macedonia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.6948702,1.0839392,1.2665609,0.2668723,0.8045319,0.3638825,0.7273877,0.4226973
The Republic of North Macedonia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.0665727,4.0569944,4.1349640,4.4111171,4.0187178,4.1193018,4.0607338,4.0830360
The Republic of North Macedonia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32.5103989,31.8557644,33.2569084,31.6696262,31.7143974,32.2223320,31.1048870,31.8409023
The Republic of North Macedonia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"11,273.8818281","11,611.8049253","11,841.0360924","12,655.5923495","13,370.0218587","13,831.3255374","14,810.0622889","15,290.3345641"
Turkey,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.0536461,4.6879215,4.4778781,4.4041233,4.3472481,4.1385460,4.3143144,4.2163029
Turkey,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,16.8722172,15.8951845,15.9315958,16.9268036,17.7254219,16.9487324,16.4661446,17.3842011
Turkey,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Turkey,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.9417629,3.7094190,3.5451989,3.4506574,3.3737018,3.2335784,3.3842490,3.2765105
Turkey,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,36.2463760,33.4057083,34.4414597,34.2343216,33.2849312,33.4285088,35.0787773,33.8167572
Turkey,Gross Domestic Product (GDP) per Capita in PPP Int$,,"17,425.8795655","19,660.8901000","20,639.8590724","22,310.5359850","24,029.7436954","25,710.0215460","26,252.1230956","28,001.8254389"
Turkmenistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.9963603,4.8965087,4.7759514,5.1506329,5.4977732,6.2979364,6.6211181,6.9304481
Turkmenistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,70.9990768,68.9708557,68.2861099,66.8468018,68.2083893,71.0713806,76.1571808,72.7580261
Turkmenistan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.2165885,0.4550319,0.4340515,0.1606723,0.2828106,0.2427944,0.1874675,0.0999128
Turkmenistan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.2016779,1.2719195,1.2764894,1.4697883,1.4822861,1.5082130,1.2300850,1.5449027
Turkmenistan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,13.7938528,14.6192160,14.6630344,16.8753853,17.0108986,17.3129864,14.1167183,17.7291298
Turkmenistan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,738.9874207","11,212.5383570","12,470.0236635","13,726.6239899","15,144.7858076","16,011.5581834","16,894.9632165","18,030.9503906"
Ukraine,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.8122649,6.8161769,7.1166554,7.3553429,6.6353216,6.9453554,6.7562914,6.9953203
Ukraine,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,41.8519783,46.3132553,43.9411507,45.4586411,52.1922455,54.0607987,54.0534973,52.3169212
Ukraine,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.7557055,0.4454100,0.5836524,0.6510587,0.9988939,1.8600957,1.3495691,1.6806860
Ukraine,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.6864915,3.4237142,3.7404559,3.7528098,2.8964379,2.8561597,2.8504241,3.0795932
Ukraine,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,49.1499519,45.7003517,48.9723549,48.1094704,44.7737770,43.0435906,40.5547142,41.4821701
Ukraine,Gross Domestic Product (GDP) per Capita in PPP Int$,,"7,677.5124126","8,305.4459908","8,527.4150227","8,719.6573589","8,345.4436604","7,648.7918478","7,960.2591488","8,356.8924912"
United Kingdom,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.4339447,8.3761110,8.2859182,9.7657642,9.7566824,9.6868458,9.6990442,9.6316938
United Kingdom,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,9.7934055,9.8831940,9.7152386,15.0352593,14.9742689,15.1235790,15.4932604,15.9568224
United Kingdom,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0242938,0.0241073,0.0240544,0.0094181,0.0096142,0.0100737,0.0101034,0.0100803
United Kingdom,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,7.1479516,7.0581899,7.0025840,7.8051686,7.8086696,7.7482581,7.7682428,7.6487107
United Kingdom,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,47.5607033,45.9214287,45.7370873,43.9397812,43.0124245,42.1993103,41.3898010,40.8158226
United Kingdom,Gross Domestic Product (GDP) per Capita in PPP Int$,,"36,160.2575313","36,958.4274925","38,033.7853150","39,643.1363475","41,033.8363058","42,221.4993120","43,119.5517419","45,042.6727490"
Uzbekistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.5961618,5.6754632,6.0596662,6.0422940,5.6760216,6.1016269,6.3149734,6.4143853
Uzbekistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,49.7375526,49.2015877,47.8208084,47.2458763,45.4099045,48.4136925,52.1212463,53.4313622
Uzbekistan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.7956140,2.0944743,1.5130097,1.8996841,1.9202070,1.3764601,1.1781437,2.6169319
Uzbekistan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.6858952,2.7377930,3.0436528,3.0458548,2.9630415,3.0373964,2.9058962,2.7774000
Uzbekistan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.4092293,30.4130402,30.9446983,31.2323189,31.1203117,29.9368439,28.8138294,27.3088760
Uzbekistan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"4,146.5783667","4,511.6985542","4,895.6867081","5,294.2979499","5,723.3326968","6,151.2168562","6,603.1666721","6,982.3094439"
Bangladesh,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.4959152,2.5659375,2.5730112,2.5033476,2.4960113,2.4631147,2.3117800,2.2742488
Bangladesh,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,67.2104034,67.3722229,67.4690933,68.5146637,69.9314575,71.8163376,73.1260071,73.8847351
Bangladesh,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,9.1857510,8.8240604,9.3603249,9.3326893,8.5787230,8.0263319,7.8174310,6.7534366
Bangladesh,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.5248444,0.5368615,0.5266962,0.4939225,0.4751097,0.4342643,0.3794978,0.3796481
Bangladesh,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,11.8224459,12.9650860,13.3170786,13.7781115,13.1545782,12.8492746,12.5658188,12.6783352
Bangladesh,Gross Domestic Product (GDP) per Capita in PPP Int$,,"2,570.1919808","2,766.4711961","2,946.3497040","3,118.4054071","3,342.7860076","3,585.0698666","3,835.0098111","4,146.5128627"
Bhutan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.4735761,3.2699578,3.5342548,3.6212955,3.4689174,3.6580796,3.4877677,3.1869624
Bhutan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,16.4826355,16.3439274,20.5064049,20.3139038,21.1712322,19.7946587,20.1296959,13.3064661
Bhutan,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,11.0152988,9.7592306,8.7093077,9.6905384,8.6512890,5.0743556,4.7611017,11.1681547
Bhutan,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.5027854,2.4007554,2.4590075,2.4944909,2.3939035,2.7161820,2.5793097,2.3748744
Bhutan,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,44.7045250,37.9076004,36.9381905,34.4137001,29.8082924,27.2897072,31.0606918,30.0595341
Bhutan,Gross Domestic Product (GDP) per Capita in PPP Int$,,"5,799.2833617","6,306.9945075","6,707.7920788","7,057.1386261","7,322.7407303","7,877.2321069","8,392.8662180","9,112.8690874"
India,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.2721191,3.2463419,3.3293531,3.7494416,3.6195655,3.5956600,3.5109832,3.5349596
India,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,65.1847687,62.2248993,63.0001373,69.0730362,67.0139999,64.6644135,63.2062035,62.4015045
India,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.9705087,0.8697859,0.9425528,0.2701325,0.7475842,0.7117636,0.6417995,0.8048396
India,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.8575019,0.9373192,0.9318686,0.8650419,0.8565355,0.9219319,0.9422922,0.9591057
India,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27.5579624,27.7206688,27.1010704,26.7084484,26.3492203,27.3064671,27.7689152,28.4175911
India,Gross Domestic Product (GDP) per Capita in PPP Int$,,"4,457.5392597","4,635.8796781","4,920.1430789","5,261.6541888","5,690.3952821","6,139.0314654","6,636.5407202","7,166.2039388"
Indonesia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.9608998,2.9554203,2.9028666,2.9606507,3.1171210,3.0118225,3.1190548,2.9890544
Indonesia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,56.9884224,56.9176178,53.1679230,49.3227234,42.5170021,41.0932045,37.5736847,34.6057167
Indonesia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.3019842,0.9691320,0.9647264,1.1087613,1.9375331,0.4317459,0.4280790,0.5270345
Indonesia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.7615112,0.8003834,0.8719698,0.9263907,1.0762532,1.2130094,1.3981818,1.4459009
Indonesia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,16.8863030,17.7130947,18.8358040,19.0811882,18.6062450,17.4781628,16.8237743,16.5652180
Indonesia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"8,260.9335320","8,837.8199304","9,428.5986317","10,000.6959503","10,570.1070453","11,072.5378635","11,624.0245777","12,309.6254144"
Maldives,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.4875908,7.9225159,8.6730480,8.1360931,7.9078412,8.6903019,10.1996918,9.0299759
Maldives,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,40.0797844,39.6872978,32.1882935,32.3650932,28.1368351,19.5309849,18.9798050,20.6469975
Maldives,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,3.3400648,4.0455828,3.5743952,0.8923211,0.6195691,0.0311790,0.2330917,0.0799363
Maldives,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4.4951310,3.6770258,4.2090426,4.2997651,4.9043560,6.2659807,7.3671446,6.4524403
Maldives,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33.0435562,29.9400158,29.3020630,27.3122273,33.5343857,33.8733444,36.0378571,29.6289387
Maldives,Gross Domestic Product (GDP) per Capita in PPP Int$,,"11,759.9741833","12,664.9643942","12,853.3300439","13,635.9578357","14,516.1745757","14,728.2279458","15,625.2253019","16,688.1783562"
Myanmar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,1.8250433,1.7841071,2.3205936,3.0482788,4.1494088,5.1971154,4.7610886,4.6452854
Myanmar,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,80.7446594,77.2788849,76.7002182,72.2314453,66.0354080,70.4500351,76.6614020,75.6873310
Myanmar,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,9.4145594,10.7620926,6.0810576,8.8943768,9.7796354,7.5575590,9.0248197,9.5173888
Myanmar,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.1795985,0.2133617,0.3995767,0.5753376,1.0035328,1.1429708,0.6814751,0.6872603
Myanmar,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,14.5843926,13.3843498,18.8929577,22.7757092,24.8451901,23.8611336,21.3323727,19.7444692
Myanmar,Gross Domestic Product (GDP) per Capita in PPP Int$,,"3,645.0695076","3,898.4147499","4,228.2637030","4,623.1304044","5,040.3972179","5,400.6436824","5,724.3318478","6,173.7772234"
Nepal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.9747667,5.0784383,5.1701036,5.3247409,5.7678475,6.2192721,6.2784009,5.5532951
Nepal,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,56.2038879,58.3796692,56.0754318,63.5334358,60.0475388,59.4352417,55.4400673,57.7985535
Nepal,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,13.8546391,10.7289410,13.4667158,11.9059353,13.7217684,14.3732176,11.7078486,15.2640925
Nepal,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.9018503,0.9086652,0.9057577,0.8703075,0.9928218,1.0345559,1.1664995,1.2406235
Nepal,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18.7687492,18.6445007,19.3048706,17.8201904,18.8454304,20.1042652,21.9491291,27.5212288
Nepal,Gross Domestic Product (GDP) per Capita in PPP Int$,,"1,945.3372732","2,031.0815940","2,143.6870464","2,244.1544094","2,394.6419674","2,471.6085243","2,485.0288395","2,702.4212875"
Sri Lanka,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.8674545,3.7169349,3.4038472,3.8269882,3.6064808,3.8899210,3.8932416,3.8114204
Sri Lanka,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,53.2979507,51.2210197,51.9309883,48.9337578,48.6825447,48.9321518,50.1216011,49.7577972
Sri Lanka,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,1.1599665,0.5109325,0.3800632,0.6454416,1.2073389,1.3692943,0.8683156,1.3425109
Sri Lanka,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.5638763,1.5812854,1.4372402,1.7381257,1.6131500,1.7099429,1.6788212,1.6369684
Sri Lanka,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,19.9606457,19.8525868,17.8243008,17.2089005,17.8574772,20.3533688,19.6013184,19.3211994
Sri Lanka,Gross Domestic Product (GDP) per Capita in PPP Int$,,"8,355.0445546","9,193.3644594","10,171.6414378","10,648.0894642","11,334.5536802","11,976.8835575","12,597.5727669","13,211.9578141"
Thailand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.3900981,3.5682612,3.5229406,3.4531333,3.6844809,3.6678939,3.7633207,3.7460163
Thailand,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,14.4973803,13.0087118,13.4218674,12.5402336,12.8560810,12.5094042,11.3456392,11.1465626
Thailand,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.1303524,0.1919251,0.1312532,0.3112936,0.3389240,0.2928255,0.0924547,0.2295825
Thailand,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.5009604,2.7270737,2.6802402,2.6227498,2.7885606,2.7487056,2.8583832,2.8517530
Thailand,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,17.4114075,19.4174881,18.6216202,19.0909824,19.2998505,18.5829983,18.9765358,18.9765358
Thailand,Gross Domestic Product (GDP) per Capita in PPP Int$,,"13,210.6028687","13,535.1287879","14,725.4031325","15,318.9577939","15,699.3721522","16,284.9300220","16,981.5841864","17,909.0805081"
Timor-Leste,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,1.4271214,1.2590219,1.2162938,1.7122123,2.3641532,3.4942436,4.0205917,3.8822935
Timor-Leste,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,11.5646267,9.9248476,9.4898920,8.5796986,9.0975637,8.2978888,8.8793192,8.3449154
Timor-Leste,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,37.4701195,37.8745384,31.1574822,27.2689667,24.3856525,22.5161572,31.6489735,22.3888035
Timor-Leste,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0.7252400,0.6543627,0.7214532,1.0984070,1.4763906,2.2628865,2.2419674,2.5619078
Timor-Leste,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26.7566891,24.4456177,22.5003758,23.7522125,39.7033348,50.2255135,71.8365707,49.3880463
Timor-Leste,Gross Domestic Product (GDP) per Capita in PPP Int$,,"8,679.4675225","9,717.2527584","10,168.1498700","8,993.9703527","6,617.1891229","7,900.5845190","7,878.3240966","6,796.0839654"
Australia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.4308434,8.5415201,8.6756992,8.7585602,9.0380344,9.3147392,9.1960840,9.2059479
Australia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,19.7492714,19.1725254,19.9342079,19.7154217,19.5582695,18.9466019,18.3377914,18.1521034
Australia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Australia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,5.7866244,5.9118981,5.8591681,5.9165635,6.0878215,6.3534088,6.3080335,6.3440809
Australia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,35.5809822,35.5070992,36.0461159,35.7983246,36.6099434,36.8768196,36.0770569,35.6462555
Australia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"42,641.3193815","44,143.0637284","43,709.3180910","47,714.5325976","47,640.7435501","47,383.7531587","50,398.1343515","52,315.6753367"
Brunei Darussalam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.2782612,1.8640972,1.8509722,1.8983140,1.9143680,2.3870890,2.5482869,2.3732078
Brunei Darussalam,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,8.2613487,8.4718685,8.8519287,9.4074202,7.3345995,4.9735766,4.9798155,5.1766090
Brunei Darussalam,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
Brunei Darussalam,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.0900459,1.7061734,1.6871253,1.7197315,1.7739568,2.2683654,2.4213870,2.2503560
Brunei Darussalam,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,36.1797752,29.7086201,30.9931927,33.5836372,34.0888100,38.6770172,39.3510284,36.5715294
Brunei Darussalam,Gross Domestic Product (GDP) per Capita in PPP Int$,,"78,904.6184200","82,434.8849976","83,562.9324047","82,000.9246945","80,403.8361597","79,671.7721302","77,509.0247845","79,004.9432691"
Cambodia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.9116988,7.5035319,7.2611542,7.1038680,6.7015777,6.1943159,6.1164846,5.9188418
Cambodia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,51.9094658,59.7418785,60.4709091,61.2221527,58.6217766,57.3310661,58.5604019,60.4358749
Cambodia,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,13.8990355,11.1149359,19.3858719,18.7211800,22.7126122,20.3576126,18.9498596,15.0655327
Cambodia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1.3628323,1.2798713,1.4067030,1.4195582,1.2397721,1.3446515,1.3338146,1.4087935
Cambodia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20.9034863,20.5945644,21.6796570,21.3662911,21.7183971,20.9410839,22.2189121,23.1757145
Cambodia,Gross Domestic Product (GDP) per Capita in PPP Int$,,"2,471.3036909","2,658.7092198","2,860.8411214","3,074.0630564","3,301.4190351","3,514.6838790","3,738.0182400","4,024.1434533"
China,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.2079916,4.3255134,4.5493989,4.7100225,4.7732272,4.8887229,4.9818807,5.1511931
China,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,40.8000145,40.2655411,39.2345886,38.1595154,36.5648346,35.0892868,35.9061852,36.0504112
China,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,0.1217396,0.0755044,0.0562840,0.0554472,0.0301860,0.0085998,0.0016152,0.0004524
China,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.1842096,2.3237560,2.5356193,2.6870816,2.7883041,2.9420829,2.8945441,2.9193537
China,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,24.9597588,27.0114594,28.0572853,28.5348568,28.9647541,31.3211651,31.9320240,32.1795006
China,Gross Domestic Product (GDP) per Capita in PPP Int$,,"9,127.9850096","10,138.9863392","11,169.9342841","12,201.5538406","13,297.1574671","14,432.3148392","15,315.0105723","16,328.5439596"
Cook Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.4743745,3.3961065,3.1437249,3.2534077,3.3080015,2.8576515,3.4746673,3.3077836
Cook Islands,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,5.8300738,6.4138994,6.5448546,6.9413633,6.6929483,7.6555042,6.3780317,6.6521063
Cook Islands,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,6.2224217,5.2658019,4.4847193,8.7139425,8.1773472,1.5036858,12.0603962,8.1731634
Cook Islands,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3.0556340,2.9994481,2.7969966,2.7440848,2.8160920,2.5959117,2.8339963,2.8173997
Cook Islands,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32.9697800,39.6517410,36.5256119,41.1656227,49.7776794,49.7776794,49.6264381,49.6264381
Cook Islands,Gross Domestic Product (GDP) per Capita in PPP Int$,,"15,275.2763548","16,404.8930400","17,412.8331039","16,556.5374008","16,958.6022108","18,365.1969903","18,906.9470035","20,918.0168265"
Fiji,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.7013612,3.4048464,3.5369902,3.4666925,3.6492558,3.5688634,3.5348010,3.5007448
Fiji,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),,22.3707237,25.3167877,24.7892475,22.5466366,19.8963738,21.0260449,20.6382847,15.5942488
Fiji,External Health Expenditure (EXT) as % of Current Health Expenditure (CHE),,6.3102665,4.8819652,6.7281694,4.9871025,4.0705962,2.5484350,3.0882363,2.3253837
Fiji,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2.3650398,2.0474291,2.0731363,2.0273459,2.2382417,2.2525961,2.2588186,2.3185744
Fiji,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27.5398407,29.0189114,28.1997166,27.1513729,31.5055542,31.9781418,29.4823608,32.3736725
